SETH:	... Excuse me.	>ENV:	... ((DOG_BARKING_BEGINS))
>ENV:	... ((DOG_BARKING_BEGINS))	LARRY:	... Hey,
I mean y- we could put a- --	we could put a floor r- .. floor register right .. along here,
we could put a floor r- .. floor register right .. along here,	I don't know if you'd want that.
I don't know if you'd want that.	... But that's probably where I'd put it.
... But that's probably where I'd put it.	.. In fact the one that I was gonna put in there,
.. In fact the one that I was gonna put in there,	[I'd probably] --
[I'd probably] --	LARRY:	[We might have] trouble getting to this spot though.
LARRY:	[We might have] trouble getting to this spot though.	I think.
I think.	SETH:	You think so?
SETH:	You think so?	LARRY:	.. Yeah.
LARRY:	.. Yeah.	.. Cause it starts getting real tight up there on this end.
.. Cause it starts getting real tight up there on this end.	... Yeah.
... Yeah.	... (H) Well,
... (H) Well,	.. let's uh,
.. let's uh,	SETH:	... Maybe on this end?
SETH:	... Maybe on this end?	LARRY:	... Yeah.
LARRY:	... Yeah.	.. It would have to be=,
.. It would have to be=,	... if anywhere,
... if anywhere,	.. it'd have to be [down],
.. it'd have to be [down],	SETH:	                   [X that's] not a bad spot.
SETH:	                   [X that's] not a bad spot.	LARRY:	... okay.
LARRY:	... okay.	SETH:	.. It's gonna help out,
SETH:	.. It's gonna help out,	cause I --
cause I --	.. See this whole area,
.. See this whole area,	(H) you've just got that one grill.
(H) you've just got that one grill.	... It's a pretty good-sized area right here.
... It's a pretty good-sized area right here.	LARRY:	... (H) Okay.
LARRY:	... (H) Okay.	SETH:	What about [the kitchen].
SETH:	What about [the kitchen].	LARRY:	           [Well let's] --
LARRY:	           [Well let's] --	.. let's consider [2that2] --
.. let's consider [2that2] --	SETH:	                  [2Kitchen's2] got one?
SETH:	                  [2Kitchen's2] got one?	LARRY:	... kitchen's got one right here,
LARRY:	... kitchen's got one right here,	SETH:	... Yeah,
SETH:	... Yeah,	okay.
okay.	LARRY:	... and uh,
LARRY:	... and uh,	... I'm not too worried about the kitchen.
... I'm not too worried about the kitchen.	I don't like hot kitchens anyway.
I don't like hot kitchens anyway.	... Cause I mean y- --
... Cause I mean y- --	you got a stove going,
you got a stove going,	and --
and --	... <VOX Ah we're in good shape that way (Hx) VOX>.
... <VOX Ah we're in good shape that way (Hx) VOX>.	..ah.
..ah.	.. Wait a minute.
.. Wait a minute.	.. <X Did X> I forget something else,
.. <X Did X> I forget something else,	too.
too.	... Ah= yeah.
... Ah= yeah.	We're gonna have to put a register out here.
We're gonna have to put a register out here.	... Because y-,
... Because y-,	this .. this wall is eventually gonna come out.
this .. this wall is eventually gonna come out.	... And so= uh=,
... And so= uh=,	SETH:	.. Utility room.
SETH:	.. Utility room.	LARRY:	... utility room,
LARRY:	... utility room,	but it's gonna eventually be part of the kitchen.
but it's gonna eventually be part of the kitchen.	... And we're moving the utility room.
... And we're moving the utility room.	... So=,
... So=,	... and this=.
... and this=.	@T- --
@T- --	... This is a joke.
... This is a joke.	.. N_look at this.
.. N_look at this.	SETH:	... (SNIFF)
SETH:	... (SNIFF)	LARRY:	... (Hx)
LARRY:	... (Hx)	SETH:	.. [(TSK)_Well] some of these,
SETH:	.. [(TSK)_Well] some of these,	LARRY:	   [X]
LARRY:	   [X]	Maybe maybe this doesn't make any sense,
Maybe maybe this doesn't make any sense,	[to] --
[to] --	SETH:	[well] some of these things you may wanna wait until you do the remodel.
SETH:	[well] some of these things you may wanna wait until you do the remodel.	... [2<X Like X>2] --
... [2<X Like X>2] --	LARRY:	    [2I'm th-2] I'm I'm wa- I'm beginning to won[3der if3] --
LARRY:	    [2I'm th-2] I'm I'm wa- I'm beginning to won[3der if3] --	SETH:	[3Because what I3] would prob- --
SETH:	[3Because what I3] would prob- --	.. What you can do,
.. What you can do,	... [uh=],
... [uh=],	LARRY:	    [(HICCUP)],
LARRY:	    [(HICCUP)],	SETH:	is tap right off the plenum.
SETH:	is tap right off the plenum.	Cause the furnace is ... somewhere in that general area.
Cause the furnace is ... somewhere in that general area.	LARRY:	... It's right there,
LARRY:	... It's right there,	yeah.
yeah.	SETH:	... And you can just tap right off the plenum with a duct,
SETH:	... And you can just tap right off the plenum with a duct,	... and bring it to this room.
... and bring it to this room.	LARRY:	Okay.
LARRY:	Okay.	Well that's what we wan[ted to --
Well that's what we wan[ted to --	SETH:	                       [So that can be done],
SETH:	                       [So that can be done],	LARRY:	that's what we wanna kn- .. wanna know.
LARRY:	that's what we wanna kn- .. wanna know.	SETH:	that can be done at a later time.
SETH:	that can be done at a later time.	LARRY:	.. Alright.
LARRY:	.. Alright.	(H) [But maybe t-] --
(H) [But maybe t-] --	SETH:	    [That can be done at] .. [2at any time.
SETH:	    [That can be done at] .. [2at any time.	LARRY:	[2maybe for the sake of2] your quotation,
LARRY:	[2maybe for the sake of2] your quotation,	SETH:	Really2].
SETH:	Really2].	LARRY:	you should ... say,
LARRY:	you should ... say,	this is what it's gonna cost you to put in ... a duct here,
this is what it's gonna cost you to put in ... a duct here,	... all these ducts,
... all these ducts,	... at [this] time.
... at [this] time.	SETH:	       [Yeah].
SETH:	       [Yeah].	[2Okay2].
[2Okay2].	LARRY:	[2Now I don't2] know if --
LARRY:	[2Now I don't2] know if --	(H) if we can price em out individually,
(H) if we can price em out individually,	or not.
or not.	SETH:	.. Sure.
SETH:	.. Sure.	I call this what,
I call this what,	utility r- .. utility room,
utility r- .. utility room,	LARRY:	Yeah.
LARRY:	Yeah.	.. Just pu- uh .. call it [a] --
.. Just pu- uh .. call it [a] --	SETH:	[figure] a duct somewhere on this wall you think?
SETH:	[figure] a duct somewhere on this wall you think?	LARRY:	... Yeah.
LARRY:	... Yeah.	Let's just assume it'd be on this wall.
Let's just assume it'd be on this wall.	SETH:	... Okay.
SETH:	... Okay.	... Utility room kitchen,
... Utility room kitchen,	... that back one we'll call that ... pantry,
... that back one we'll call that ... pantry,	LARRY:	... Yeah.
LARRY:	... Yeah.	.. Pantry,
.. Pantry,	... and then you got the dining room glass,
... and then you got the dining room glass,	SETH:	... dining room,
SETH:	... dining room,	LARRY:	glass dining [room],
LARRY:	glass dining [room],	SETH:	             [and then the par]lor.
SETH:	             [and then the par]lor.	LARRY:	... and then the .. parlor,
LARRY:	... and then the .. parlor,	... one [on each] end there.
... one [on each] end there.	SETH:	        [(SNIFF)]
SETH:	        [(SNIFF)]	... Yeah.
... Yeah.	.. Cause we can do em now,
.. Cause we can do em now,	or we can do em later.
or we can do em later.	... But it's not ... any more difficult ... to do em .. at a later time.
... But it's not ... any more difficult ... to do em .. at a later time.	... So it's not like you ha=ve to do it now.
... So it's not like you ha=ve to do it now.	LARRY:	Okay.
LARRY:	Okay.	SETH:	... So the registers that we're connecting to,
SETH:	... So the registers that we're connecting to,	that are existing,
that are existing,	how many of those we have got.
how many of those we have got.	We've got the one in the kitchen,
We've got the one in the kitchen,	... and then we've got= uh,
... and then we've got= uh,	one in the d- .. living room here,
one in the d- .. living room here,	LARRY:	... That guy,
LARRY:	... That guy,	... then there's one in the bathroom,
... then there's one in the bathroom,	there's one in the s= ... study,
there's one in the s= ... study,	... and there is one in the .. library.
... and there is one in the .. library.	.. Or in the parlor.
.. Or in the parlor.	... I don't know what we'd do with that.
... I don't know what we'd do with that.	... Do we disconnect that,
... Do we disconnect that,	if we put two,
if we put two,	... or do you leave it.
... or do you leave it.	SETH:	.. Uh=,
SETH:	.. Uh=,	.. yeah I might disconnect that.
.. yeah I might disconnect that.	... Well it's not .. it's not connected up right now.
... Well it's not .. it's not connected up right now.	So,
So,	LARRY:	... Oh that's right.
LARRY:	... Oh that's right.	SETH:	... so it'd just be a matter w- --
SETH:	... so it'd just be a matter w- --	.. Actually it sh- --
.. Actually it sh- --	.. it should be capped off probably though.
.. it should be capped off probably though.	... And this is the study,
... And this is the study,	... one right there,
... one right there,	... and the bathroom's got one?
... and the bathroom's got one?	LARRY:	.. Bathroom's got one,
LARRY:	.. Bathroom's got one,	over by the shower there.
over by the shower there.	... On the floor,
... On the floor,	SETH:	... Okay.
SETH:	... Okay.	... Okay,
... Okay,	let me take a look downstairs again,
let me take a look downstairs again,	LARRY:	... okay.
LARRY:	... okay.	SETH:	... at that furnace.
